lab       NUDT16L1  MDM1      TRIM27    ENPP4     AKR1B10   SDPR      AKR1C3    C17orf104 ICAM1     MBP       PALM      CRYAB     KRT14     NES       ARHGEF6   C1orf144  GSTM3     RECQL4    EGFL7     ZNF185    CTSZ      CLEC3B    APBB1IP
NPHP3     GOLGA3    TBC1D10B  RSU1      GAS6      EPB41L2   GMPS      SPRYD7    NUDT2     TAF6      UMPS      TRAF7     TMEM134   SYNCRIP   C9        CLEC16A   CRIPT     ATP1B1    UFD1L     PVRL2     APIP      CPNE1     WDR24     METTL11A
   287.683 24770.700  1949.260  9269.880  4727.490   383.604 12085.700  1880.030  2442.880  3099.750  7945.490   389.336    91.755 16581.900   447.010  2095.460   361.120  6451.030  7295.600   884.876  2805.290  5958.740   249.779   934.632
   248.845 24474.800  1887.760  8930.190  4892.180   318.742 11575.500  1906.840  2590.870  2971.980  7887.460   369.971    69.541 15519.300   403.254  2185.580   237.987  6709.830  7068.090   874.733  3339.420  5378.400   297.567  1212.870
   252.056 23493.300  1868.010  8603.830  4726.690   333.817 11250.800  1823.760  2413.300  2844.580  7578.200   343.584    75.436 15079.200   400.893  2063.240   439.369  6218.900  6819.830   847.085  2949.530  5469.500   266.960  1074.500
   260.909 23605.200  1802.200  8809.840  4480.010   338.415 11396.000  1801.120  2406.250  2968.810  7582.340   383.498    79.134 15687.000   414.048  2040.050   134.974  6398.920  6954.890   840.929  2945.920  5409.700   258.284   986.716
FDX1      GSPT1     NFKB2     MRPS18C   SH3D19    GLS       ARHGAP18  AP1G1     MNAT1     CHMP2A    C10orf76  ACTR3     DERA      CIAPIN1   RBM7      LUZP1     TRIP10    PTBP1     PCMTD1    MCART1    NEDD1     NDUFV2    OXNAD1    COX5A
  1866.570  8258.730  7235.810  2272.070  3951.850  7797.270 10883.500  6627.770  3123.580  3390.960   979.807 18035.100  3397.620  4855.020  1072.860 16207.700  8497.980  6688.860  1250.030   802.913  3148.560  8928.270   967.944  5153.150
  2468.120  7974.870  7236.510  2641.540  3772.950  7604.850 11759.700  6314.930  3128.400  3361.120   886.921 18101.700  3270.580  5466.220   903.768 16254.000  8906.530  6688.720  1135.830   911.113  3209.100  9072.860   927.516  5679.460
  2133.590  7572.020  7056.770  2362.170  3683.480  7362.970 11321.800  6185.320  3013.540  3272.050   910.986 17341.700  3224.880  4961.020   931.007 15527.400  8344.230  6924.290  1135.350   853.730  3006.830  8669.310   905.663  5258.240
  2028.340  8014.740  6838.900  2355.860  3734.250  7427.680 10424.100  6248.110  2993.170  3215.240   882.590 17380.700  3182.760  4957.570   968.621 15672.900  8389.780  5939.470  1158.960   794.754  3107.880  8646.400   917.944  5163.950
GATC      MAP4      RPS17     IARS      TRIM2     AIP       HSPA14    PRKAG2    GNG11     CHD6      FAM188A   C19orf20  MYO1E     AGK       METAP1    FAM36A    PDXP      FAM63A    TBRG4     PVRL3     NEMF      C7orf41   KHK       VPS13C
  1689.870 26807.400 11902.300 29733.700   284.442  6371.540   101.945  1694.010   295.063   227.985  2290.710    64.051  8096.000  4472.560  7500.590   529.221   254.677   503.346  4437.410  3196.700  2709.560   407.073    75.678  9324.540
  1623.570 26488.200 12170.400 29615.000   274.170  6865.110    88.021  1658.820   263.688   206.249  2184.390    49.176  8060.650  4443.530  7661.920   503.382   223.015   475.721  4439.700  3116.980  2606.860   374.052    63.982  9834.280
  1545.080 25520.000 11860.700 28881.600   267.587  6781.910    89.488  1553.230   268.532   203.722  2058.210    58.727  7747.010  4270.200  7465.400   492.121   229.225   440.820  4251.660  3006.940  2555.840   356.379    71.642  9313.760
  1642.910 25758.100 11302.700 28233.800   270.021  5959.650    93.380  1674.350   269.487   214.404  2251.440    50.317  7814.180  4317.430  7138.840   502.553   230.932   502.370  4301.970  3076.740  2567.010   396.375    62.964  9154.540
LZTR1     ZNF688    LAMTOR3   VANGL1    MEIS1     WDSUB1    RUFY1     WDR54     PIBF1     THOC7     TREX1     TPRKB     CXorf56   NFKBIL1   TFCP2     FMNL3     VPS8      RAB21     DNTTIP1   BCOR      LYRM1     RPLP0     FBXO30    BCKDHA
   788.142   168.551   877.092  1558.990  1157.600  1569.410  6026.780   609.827  4131.170  4212.750   733.894   885.690  1239.780   356.982  1231.000  3612.100  2951.210  2810.590  1644.340   156.976   670.099 23676.200   913.889  6793.620
   861.083   151.660   824.163  1650.890  1060.290  1495.650  6141.180   604.086  4102.390  4244.950   656.600   827.013  1447.380   298.731  1282.690  3398.430  2717.440  3057.460  1620.580   136.975   618.374 22260.500   880.558  6791.050
   829.285   150.251   890.839  1561.290  1076.460  1458.200  5865.510   543.901  3946.620  4036.900   615.042   804.134  1316.010   323.633  1222.180  3325.190  2802.850  3150.450  1513.250   148.357   600.607 21834.700   789.374  6516.300
   760.676   158.467   749.442  1533.740  1062.110  1497.400  5868.210   626.746  3994.100  4121.720   726.520   848.350  1276.680   309.095  1203.400  3440.790  2668.070  2513.480  1638.400   135.458   643.779 22533.600   943.860  6605.980
ATF6B     DDX19B    SPRED1    VEPH1     RPS6      UQCRQ     MARCKS    SORT1     GPHN      MPHOSPH6  PDCD6IP   RFT1      MFSD10    MMS22L    FASTKD2   KATNA1    SARM1     MTCH1     EIF4A3    PIK3CA    C10orf58  CHEK1     MRPS36    WDR11
    88.090   647.592  2111.830  2683.360  9847.030  2129.120 14602.200  1975.830  4622.780  3532.550 25486.400   617.966  3885.400    93.218  3085.790   845.758  2376.230  4891.000 11821.500   691.861  7690.240   818.306  1122.780  6481.230
    53.038   625.139  2070.400  2489.680  8982.870  1931.920 12299.000  2448.420  4869.190  3598.730 26642.200   530.912  3988.330    72.712  3113.180   756.068  2612.590  4562.180 12202.400   664.916  7629.280   778.233  1074.360  5900.330
    67.978   569.935  1967.900  2428.010  9431.420  2022.890 12350.200  2187.310  4617.210  3518.190 25945.500   551.786  3825.570    78.723  3022.620   758.955  2400.770  4555.920 12077.700   656.033  7323.650   759.208  1039.460  6018.820
    68.419   660.141  2074.350  2571.970  8771.850  1903.360 13663.100  2092.610  4566.220  3381.800 24495.300   559.902  3794.180    81.861  2977.890   791.620  2428.690  4596.130 11181.200   657.718  7512.490   787.393  1089.060  5976.240
PGM2L1    ACO1      AP2A1     XPC       CPT2      LRIG2     USP4      KLC4      LPCAT1    PNKP      PHYH      GPR39     BLM       CXorf38   NDUFB11   EPRS      YPEL5     MYO6      MYH10     CUL7      FNBP1L    ITGB1     GIDRP88   KRT75
  4532.550 12926.900 12275.400   867.382  5830.020   710.952  3647.570  5379.000  2873.200  6421.370  1149.820   127.048   588.773  1450.080  6316.110 42549.900  1253.740 12059.700 32659.800  1889.870  6157.090 48738.300  1404.470  3337.360
  4536.940 13290.800 13473.700   810.624  5915.800   722.129  3849.040  5583.230  2632.950  6356.360  1068.980   111.338   511.102  1359.750  6317.490 43568.100  1196.810 12030.400 32293.400  1997.500  5825.530 43592.100  1331.730  2198.190
  4339.400 12831.900 13110.500   749.198  5722.180   676.408  3603.480  5328.880  2629.400  6143.030  1066.380   116.678   522.227  1307.810  6473.380 43394.000  1181.680 11550.500 32401.100  1898.870  5762.340 44402.700  1288.450  2485.940
  4448.320 12571.500 11838.900   876.706  5659.530   712.251  3660.830  5294.560  2707.080  6241.520  1084.170   114.410   544.060  1416.550  5779.210 40130.900  1195.210 11815.900 30609.500  1872.400  5862.580 45184.600  1367.310  2887.020
EXTL3     ATP6V1C1  UROD      AIDA      RAC1      CHML      KLC1      ATG14     TBCE      RCC1      TBC1D17   ZNF580    COX6A1    U2AF2     IFT81     NHLRC2    PLEKHG2   EIF3E     XPO7      AP4S1     FBXO28    TSPYL4    MYOF      NT5DC1
  1077.090  6224.160  3413.930  5557.520  3095.860  1501.970 19812.800   876.491  7785.430  7346.940  2451.640   144.766   413.720  6431.680  1213.830  7302.920   571.149 14883.500  9325.170    81.473  1150.740    84.962 79067.500  3235.600
   972.778  5955.290  3587.390  5782.990  3027.480  1428.670 19102.500   781.036  8518.830  7468.520  2379.460   119.982   296.686  6745.910  1291.600  7506.640   522.166 15129.500  9288.440    69.248  1052.210    67.876 79498.500  3109.490
   967.124  5932.520  3512.070  5878.030  2860.120  1417.590 18496.000   762.707  8031.220  7266.480  2288.920   123.518   403.626  6351.120  1241.380  7037.390   511.773 15056.100  8941.870    73.702  1087.400    71.564 78596.000  2983.900
  1022.670  5890.120  3285.400  5133.370  3085.640  1428.290 19297.700   847.216  7807.890  7126.580  2404.460   133.690   286.622  6452.890  1193.090  7353.450   550.653 14112.600  9151.690    72.839  1054.800    77.091 75655.600  3190.420
TOP1      ACOX3     HSPA14    TMEM41A   PURB      C14orf159 CTNS      PTPN11    USP19     RHBDF2    TCEA1     SNRPA1    PRDX4     AKAP2     GNE       NUP205    RING1     STRN      NT5C2     NFATC4    GTF2H3    TMEM9B    C7orf59   TOMM22
 14324.600  1922.270  4924.270   360.602  2460.890  3641.820   227.091  7598.200  2429.880   403.332  6541.550  6801.360  8243.990 16620.100  3435.530 13788.100  3339.920  6175.650  5323.840   977.863  2011.280   434.835   885.145  4529.310
 14903.000  1802.650  4824.870   313.497  2559.400  3812.270   199.724  7516.230  2619.280   359.000  6975.710  7354.910  9453.450 17658.800  4055.940 14319.000  3365.570  5955.670  5528.480  1066.740  1827.340   399.752   829.448  4077.880
 14176.800  1779.170  4629.580   308.596  2484.520  3590.650   205.313  7680.630  2389.090   359.390  6494.560  7115.990  9362.820 17113.200  4451.490 13692.700  3163.360  5873.880  5663.180  1000.770  1818.270   410.797   836.552  4059.880
 14265.800  1845.980  4859.270   347.585  2402.820  3666.550   210.238  7035.780  2527.460   383.064  6670.560  6672.480  7875.940 16277.800  2846.290 13697.700  3371.960  5950.450  4915.230   992.371  1924.530   402.957   835.307  4332.790
CCDC109B  MRPS5     RPL18     CLN8      PSMG2     SPG21     APOL2     RASA1     NAPG      SWAP70    DNPEP     DPH1      GEMIN4    NEK7      DNMT1     LENG8     AK2       GPD1L     ATG16L1   PRPF8     RER1      MGEA5     FAM134C   ZNF330
  2763.680  5615.690  7863.680  1034.930  2835.580  2583.930  1576.380  3071.990 13833.300 10819.900  1728.990    85.305  2491.700  5923.150 12139.300   883.050 13994.100  1593.600  3046.970 31908.200  2649.400 10064.400   627.089  1738.870
  2601.510  5151.340  7452.070   950.687  2768.790  2324.160  1435.110  3343.200 14046.600 11029.600  1845.570    76.133  2544.100  6177.390 12491.700   860.517 11748.200  1831.060  2939.380 33017.500  2942.770 10953.700   577.281  1696.090
  2581.870  5124.640  7196.360   935.673  2677.450  2392.010  1524.280  3119.540 14687.800 10818.700  1800.530    80.951  2443.960  5987.500 11977.700   831.607 12139.600  1691.690  2932.720 32240.200  2806.430 10308.700   586.132  1625.140
  2649.940  5374.840  7740.400  1001.150  2789.960  2397.020  1415.140  3142.410 12527.200 10510.000  1688.830    76.697  2473.820  5829.950 12077.200   871.626 13009.900  1654.240  2917.500 31211.800  2659.210 10234.400   591.054  1732.410
NCOA2     RBM17     ATF2      ITGA7     NEDD4     GLP2R     KPNB1     ADRM1     TBCC      RPP40     NARG2     C14orf1   KIAA0776  MBD4      ETS1      DYNC2LI1  DNAJC7    KIAA1033  NDNL2     PHF5A     NDEL1     MBD2      EZR       ATP2B1
  1770.040 12141.000  1638.670  9176.370  6159.600   284.924 18034.500  5930.730  2683.080  1802.580    71.666   840.236 12095.400    68.574   810.517   950.364  6741.910  6010.040  3246.040  2624.930  3674.060  4391.630 33909.800 15745.500
  1933.420 12816.900  1573.160 10147.000  6738.500   272.998 18149.900  6323.560  2443.470  1666.690    66.970   998.849 11485.900    52.860   775.624   942.381  6565.060  6202.280  3148.770  3033.950  3381.360  4528.680 34762.200 15867.200
  1838.420 12216.000  1543.420  9960.880  6595.330   240.850 17654.200  6287.100  2395.710  1651.130    71.465   967.821 12087.500    58.575   780.708   911.608  6469.230  5899.980  3150.240  2778.330  3337.220  4308.180 33539.500 16159.300
  1781.760 12182.300  1597.020  8933.140  6017.080   304.744 17740.800  5700.330  2619.290  1742.720    64.164   831.469 10983.900    60.247   771.429   940.723  6553.910  6053.290  3108.970  2760.650  3569.050  4424.060 33703.100 14795.500
CTDSPL2   DTD1      HUS1      CHAC2     NUP155    KIAA1797  TRIO      GRK6      PARD3     DLC1      GSS       LIMD2     TSPAN14   SPPL2A    ZWILCH    RWDD1     FIGNL1    UBAP2     PARP1     METTL5    COL5A1    APAF1     ARFGEF2   FAR1
  1441.380  2101.520   662.112  1150.100 11089.800  2167.000  5883.860   306.792  7309.290  3883.700  8130.000   930.617  1605.520   779.718  1840.460  2151.780   259.477  4760.920 18116.300   584.369   777.702  3143.710  4424.000  2879.250
  1324.540  2000.370   774.983  1210.460 11114.600  1998.130  6082.220   308.561  7394.540  3728.050  8982.740  1083.050  1434.960   812.314  1871.260  2215.430   219.966  5296.860 19214.600   529.221   682.541  3053.860  4265.250  2625.730
  1344.190  2002.000   716.698  1209.460 11067.600  2113.140  5841.150   289.884  7220.750  3803.130  8676.010  1012.050  1460.350   777.144  1772.960  2177.960   240.451  4891.980 18817.500   537.228   687.700  2952.320  4146.330  2627.210
  1364.230  2014.690   690.635  1102.930 10683.900  1967.340  5883.090   313.203  7191.910  3657.970  8098.060   961.935  1520.990   784.333  1867.730  2106.180   229.897  4975.160 17809.800   555.852   745.899  3132.570  4385.580  2778.940
GTF3A     COPS4     CCDC58    RTN3      RNF14     HIST1H3A  DCAF5     RPL22     GBE1      HIBADH    CARKD     FGF2      MKNK1     SRM       TRNT1     PCGF2     C9orf5    TRIAP1    BCL2      SCPEP1    TFEB      GNPNAT1   PLSCR3    PPP2R2D
   107.389 10604.700  4057.910   146.432  3296.440 21474.600    71.361  4802.840  8539.200  9052.990  2050.770   977.507   521.189  8244.660  3529.840  1046.460  2133.870   254.440   235.969  5406.840   454.428  2826.780   713.018   930.935
    94.208 10445.500  4447.520   128.320  3243.710 17421.600    59.777  4339.380  8121.860  9606.020  2068.250  1150.960   495.111  8721.280  3523.750  1026.520  2312.430   232.560   203.980  5485.780   586.853  2693.340   649.229   981.118
    99.752 11030.900  4196.850   163.779  3174.460 18550.300    62.100  4462.170  8160.370  9032.710  1990.270  1097.720   487.856  8268.830  3434.580   998.376  2250.710   241.226   204.822  5398.350   523.933  2659.440   683.174   970.415
    98.257  9645.940  4158.180   106.127  3250.920 19664.500    66.757  4524.160  8217.030  9309.090  2058.970   994.757   511.264  8414.660  3501.980  1040.390  2122.260   237.822   227.946  5317.280   500.852  2773.520   657.591   911.540
GFER      N4BP2L2   ELAC2     SUPV3L1   DNAJC14   HABP4     C6orf211  UBN1      KNG1      TBC1D15   STK33     TRMT11    BRP44     VDAC3     THNSL1    TSNAX     RUNDC2A   ZNF503    C20orf24  TBC1D12   DSC2      TP53RK    C14orf166 TRAF6
  2478.030   330.341  4716.620  4416.960   116.955  2875.670  5345.820  1901.220   193.935  4572.700   797.594   940.160   484.792  8464.590  3882.680  4999.060   334.761   498.960  1435.860   242.099   571.034  2253.120 12301.400  2210.890
  2681.340   295.835  5073.870  4286.540   108.820  2782.580  5155.180  1791.430   180.564  4704.620   685.425   829.318   485.183  7992.470  4290.750  5086.640   304.929   686.260  1422.060   229.234   547.804  2101.090 12150.000  2257.380
  2523.220   305.735  4882.680  4145.050   108.464  2825.400  5075.750  1766.670   177.249  4551.900   703.722   841.237   449.812  7932.540  3952.390  5014.590   304.093   603.815  1417.770   227.285   521.322  2086.530 12135.800  2164.000
  2555.750   310.726  4756.130  4423.740   113.854  2747.400  5270.790  1871.710   191.749  4589.200   758.035   902.997   506.462  8294.490  4106.810  4930.820   326.945   565.398  1401.560   237.690   582.497  2209.340 11989.000  2244.590
TIMM17B   CCDC90A   MAPKAPK2  WAPAL     UAP1L1    TMEM47    CNPY2     MTHFSD    GM2A      BRCC3     FAM117B   FSCN1     MT1X      NAGK      STK11     RNF185    CDH4      MRPL15    SLC25A10  MAP2K4    CUL2      SDHD      NTPCR     FAM120C
   147.175  3246.720  4557.450 10059.100  2223.090   601.850  5797.690  1037.330  2690.100  3348.860   422.498 13671.400   311.612  3216.060  1380.720   771.965   908.553 10288.400  3860.750  1821.860  5059.840  1123.860  5703.290  2188.450
   134.026  3271.720  4520.800 10609.700  2054.720   591.924  5699.020  1047.670  2643.780  3204.680   373.313 13370.600   299.491  3309.390  1259.750   719.868   993.375  9203.200  3544.730  2041.300  4778.640  1029.070  5790.940  2414.300
   146.718  3277.800  4311.390 10434.900  2171.180   580.035  5645.050  1020.500  2556.090  3326.150   395.800 13412.700   300.716  3190.330  1227.330   704.909   933.705 10781.800  3544.720  1935.950  4731.170  1011.940  5553.910  2286.150
   130.780  3155.150  4649.090  9967.120  2051.790   598.617  5706.420  1038.540  2712.230  3147.750   390.369 13306.000   303.193  3259.210  1382.530   769.761   946.648  8489.090  3777.320  1883.870  4997.050  1117.180  5814.610  2267.030
KCNIP4    EFTUD1    ABCF1     MAD2L1BP  TNPO1     STAT3     C5orf30   CUL1      PITPNA    HSPA4L    DIAPH1    NR2F1     C15orf52  UBE2M     KIF15     GOLGA4    PGP       PPP1CB    MTMR10    HK1       YTHDF1    NCOA1     GLRX5     WDR45L
